frame,car_count,bus_count,truck_count,density
819,3,3,2,0.03274607175569313
820,8,1,1,0.020457847201264315
821,3,0,1,0.009618589981691912
822,4,1,0,0.010287748535316766
823,7,1,0,0.017253635144464808
824,5,1,0,0.029044936571617316
825,4,1,1,0.015773592736174274
826,7,1,1,0.027950391041037317
827,5,1,0,0.022164103747054468
828,5,1,0,0.013049853336431423
829,4,1,0,0.01030347144017772
830,4,2,0,0.030203480756511757
831,11,1,0,0.023165560589393997
832,8,1,0,0.0234701861410253
833,7,2,0,0.03073270318422281
834,8,2,0,0.026994149944873275
835,10,1,0,0.028932181102939096
836,6,0,0,0.009527146640843798
837,5,2,0,0.022170636321692496
838,6,0,0,0.010098488039468605
839,5,0,0,0.008423153902511802
840,6,1,1,0.027983461081398504
841,5,0,0,0.0103099531554714
842,7,0,0,0.01258815486009957
843,8,2,0,0.023622929010479885
844,12,0,0,0.016826780041047856
845,7,0,0,0.016949800650424247
846,9,2,0,0.02736508512478911
847,10,1,0,0.03689102339591719
848,6,0,0,0.008502507440247832
849,7,1,0,0.01871232173617399
850,9,1,0,0.021639653068875
851,12,0,0,0.01861990813314656
852,11,0,1,0.022328418967068657
853,8,1,0,0.02116111742329344
854,10,0,0,0.015185359898777851
855,4,0,0,0.004662184409572985
856,6,1,0,0.016067750028596492
857,8,0,1,0.01867939972433148
858,5,0,1,0.01091166408215132
859,12,0,1,0.0200524177455076
860,7,0,1,0.02130374681250908
861,10,0,1,0.026815292151909993
862,6,1,1,0.019358959609068093
863,7,0,0,0.018387987278987522
864,11,0,1,0.03077917068302387
865,6,0,1,0.01522171312916153
866,7,1,0,0.019501361774040292
867,5,0,0,0.010891774905844444
868,5,0,0,0.007624264660299997
869,6,0,0,0.011672391764764648
870,4,0,0,0.006389224162105367
871,8,0,0,0.01495906778069588
872,6,0,0,0.010262214017907634
873,5,0,0,0.0077908154626708925
874,8,1,0,0.021582332829658064
875,7,0,0,0.02158479341023198
876,5,3,0,0.03317395610288837
877,7,1,0,0.022133960910680428
878,8,2,0,0.030137366565774114
879,7,2,1,0.022385117302942997
880,5,1,1,0.018444620666721475
881,12,2,0,0.03576993696709389
882,8,1,0,0.018161788923626986
883,6,1,1,0.03240924653115346
884,7,1,0,0.013957302755661658
885,2,1,0,0.0069427578580777026
886,8,1,0,0.029862659284613242
887,7,3,0,0.03392929939731133
888,7,2,0,0.017041500065162026
889,11,2,0,0.03279350225607804
890,7,2,0,0.01981746928225434
891,8,1,0,0.025665589577806208
892,3,0,0,0.004420178498398012
893,3,1,0,0.017710835983744788
894,4,0,0,0.009767247433871185
895,2,1,0,0.00639486359830092
896,4,1,0,0.013238330456073595
897,7,0,0,0.014836159800373328
898,6,1,0,0.013923769702164407
899,6,1,0,0.035967946549515344
900,5,0,0,0.01754345760651631
901,4,2,0,0.03275356045200843
902,5,1,0,0.014874854153437169
903,5,0,0,0.006013381191027023
904,3,0,0,0.008201724526755882
905,3,0,0,0.013310298360108087
906,1,0,0,0.0033212094657452933
907,3,1,0,0.010096511032429084
908,2,2,0,0.015745341683314783
909,10,1,0,0.024513394515438616
910,9,0,0,0.018858446889638867
911,3,0,0,0.006209812814561668
912,2,0,0,0.005369005439722879
913,4,1,0,0.010971449330733136
914,4,0,0,0.017344897462668242
915,5,0,0,0.01056855681719888
916,6,1,0,0.014756446217765591
917,4,0,0,0.012182279190722815
918,4,0,1,0.01738356281550902
919,2,0,0,0.002891190923961673
920,2,2,0,0.013557572332214432
921,8,0,0,0.017468746380537695
922,5,1,0,0.01172479157164667
923,2,1,0,0.00844354251953687
924,5,0,0,0.008896745666910939
925,7,0,0,0.018459981530674813
926,3,0,0,0.009630062398500741
927,4,1,0,0.009998687045525811
928,4,1,0,0.012810190409611635
929,6,0,0,0.01540356379545739
930,3,0,0,0.011180993767508578
931,8,0,0,0.012819432808705754
932,6,0,0,0.012933391873035967
933,5,0,0,0.013828646746622797
934,5,1,0,0.019990759085668275
935,2,0,0,0.0064460383746686774
936,7,1,0,0.026266474425299547
937,5,1,0,0.015327141229217774
938,7,0,0,0.020123444235456797
939,8,0,0,0.019544139810858285
940,1,0,0,0.005611966921715066
941,7,0,0,0.013996793141564854
942,3,0,0,0.009762448442577605
943,4,0,0,0.009123435371556196
944,6,0,0,0.013301271776856286
945,6,1,1,0.022866787593262012
946,5,1,0,0.010528489248088725
947,8,1,0,0.044797784550676706
948,4,0,0,0.01053600415578802
949,2,0,0,0.0023725700447297035
950,2,0,0,0.008333038897997337
951,1,0,0,0.0009597909035316358
952,1,0,0,0.006739911689267805
953,5,0,0,0.008737893942509092
954,4,1,1,0.01773302888050284
955,6,0,0,0.009925949904044737
956,2,0,0,0.007168234908873543
957,4,0,0,0.013405343620041903
958,2,0,1,0.03237867715868403
959,5,0,0,0.00726771458370624
960,7,0,0,0.015572822644971219
961,2,1,0,0.008806881516138674
962,1,0,0,0.006050512727265919
963,1,0,0,0.0013698276720889326
964,8,0,0,0.015532536277002051
965,3,0,0,0.0065592213424706305
966,1,0,0,0.0029342869205801333
967,4,0,0,0.008179841956901968
968,7,0,0,0.01683398972343302
969,1,0,0,0.0010062341382338976
970,3,0,0,0.007977273611074823
971,9,0,0,0.01933639435725194
972,6,0,0,0.009329180541474524
973,9,1,0,0.033917226754614
974,4,0,0,0.018058318235583178
975,9,0,0,0.015348196146832615
976,6,0,0,0.009065372077640388
977,6,0,0,0.010062502761656005
978,9,0,0,0.01732219676216051
979,3,1,0,0.016895833745500702
980,6,0,0,0.013440193291775088
981,3,0,0,0.009596270464734753
982,3,0,0,0.004199322944785106
983,4,1,0,0.01278507741951789
984,7,0,0,0.0168972073655513
985,6,0,0,0.013531935982087075
986,10,1,0,0.0377975139317439
987,5,0,0,0.007507483553400326
988,5,1,0,0.017089683237672605
989,5,0,0,0.018279693258478398
990,3,0,0,0.007329393602938378
991,5,0,0,0.007725434041086924
992,2,0,0,0.005847669271954349
993,1,0,0,0.0031953758880909947
994,3,0,0,0.0025014194997277596
995,7,0,0,0.012590468729074388
996,6,0,0,0.007079494552793525
997,8,0,0,0.01719369538466573
998,2,0,0,0.004077617393664292
999,6,1,0,0.020067188175592235
1000,4,1,0,0.01581809828408546
1001,3,0,0,0.003598546337695249
1002,3,0,0,0.008029035774007853
1003,5,1,0,0.010598557561418231
1004,2,0,0,0.0021851304771068197
1005,4,0,0,0.014877677547420594
1006,4,0,0,0.01135085314077447
1007,5,0,0,0.008560034477811347
1008,10,0,0,0.030125715622523357
1009,7,0,0,0.014352814962064853
1010,4,0,0,0.013618958895854625
1011,5,0,0,0.012347848583541
1012,7,0,0,0.01202241654772984
1013,2,0,0,0.0017082894756620388
1014,3,0,0,0.006785059417342842
1015,3,0,0,0.005499652733729526
1016,9,0,0,0.014767280255478842
1017,7,0,0,0.009933478699531406
1018,3,0,0,0.005573266104016781
1019,4,0,0,0.005554899439852711
1020,6,0,0,0.007120654665551329
1021,7,0,0,0.012838290646269106
1022,5,0,0,0.007455071423850044
1023,4,0,0,0.00395441143905182
1024,0,1,0,0.005946015867408323
1025,13,0,0,0.019832070330475862
1026,4,0,0,0.008746787560219807
1027,4,0,0,0.005135543544488933
1028,2,0,0,0.008612737513806982
1029,2,0,0,0.0034703278332017364
1030,2,0,0,0.003291671808983665
1031,3,0,0,0.0037043746296506097
1032,6,0,0,0.009289358468775861
1033,5,0,0,0.010383704554508396
1034,2,0,0,0.007716258779425213
1035,3,0,0,0.005969647868510543
1036,2,0,0,0.00164240615190162
1037,6,0,1,0.029449478009234923
1038,4,0,0,0.008929206540110668
1039,4,0,0,0.005044179437245475
1040,3,0,0,0.011423644168276547
1041,4,0,0,0.012259993566840422
1042,5,0,1,0.01356337336411579
1043,3,0,0,0.01851526855504037
1044,0,1,0,0.007822427368050234
1045,5,0,0,0.013184537795751555
1046,2,0,0,0.004534639602190711
1047,4,0,0,0.008202557303768655
1048,4,0,0,0.01041238187344272
1049,6,0,0,0.014047830188760093
1050,2,1,0,0.02394837471473794
1051,3,0,0,0.007658348868289865
1052,1,0,0,0.0017872598747878026
1053,2,0,0,0.005708460711692977
1054,2,0,0,0.007977500388967908
1055,7,0,0,0.018829925167825244
1056,3,0,0,0.007745315997680235
1057,2,0,0,0.00811048315061877
1058,4,0,0,0.009915225542650593
1059,5,0,0,0.007657351425570798
1060,4,0,0,0.005756127434616684
1061,8,0,0,0.016301990525244038
1062,6,0,0,0.021459626393248242
1063,6,0,0,0.01266051755021585
1064,1,0,0,0.0035863068968885474
1065,3,0,1,0.014002436475226811
1066,7,0,0,0.0077088426908350225
1067,6,0,0,0.00836214757735164
1068,2,0,0,0.01089288931825043
1069,7,0,0,0.015853533387697457
1070,4,1,0,0.021264753468987894
1071,5,0,0,0.011325722239920719
1072,5,0,0,0.006618339719352662
1073,4,0,0,0.007086971454124001
1074,4,0,0,0.007133958240053659
1075,9,0,0,0.027530791422546424
1076,6,0,0,0.009029980862741703
1077,2,0,0,0.004009288923924841
1078,3,0,0,0.014538139021164237
1079,7,0,0,0.01234725962417239
1080,5,0,0,0.003847527622824095
1081,7,0,0,0.018788623698438405
1082,3,0,0,0.0072837678288407105
1083,5,0,0,0.010887813040422367
1084,4,0,0,0.007705616264907286
1085,2,0,0,0.003668152277241461
1086,4,0,0,0.008862385508643152
1087,3,0,0,0.009975589644444106
1088,5,0,0,0.009467300169495435
1089,3,0,0,0.008820695666014936
1090,4,0,0,0.019713864666424163
1091,4,0,0,0.0066276104386745124
1092,1,0,0,0.00040524815833325393
1093,4,0,0,0.01733040321532085
1094,7,0,0,0.012290583924927719
1095,3,0,0,0.007358718311103682
1096,1,0,0,0.0022838885730231628
1097,3,0,0,0.006343082902851704
1098,5,0,0,0.008936314100773652
1099,3,0,0,0.010145759278312641
1100,3,1,1,0.016032773585821915
1101,1,0,0,0.0007926902747324978
1102,4,0,0,0.003716958229310371
1103,2,0,0,0.007140877675998059
1104,1,0,0,0.0006098723007016816
1105,6,0,0,0.010838600204979454
1106,0,0,0,0.0
1107,3,0,0,0.009456993715063651
1108,2,0,0,0.005088000685079048
1109,3,1,0,0.008910436623479689
1110,1,0,0,0.004515661391520149
1111,1,0,0,0.0008554005399384079
1112,5,0,0,0.010373274589203195
1113,1,0,0,0.004746653856515574
1114,7,0,0,0.022229605778540846
1115,6,0,0,0.016312664716141973
1116,2,0,0,0.0024528044365272057
1117,4,0,0,0.009743395362471168
1118,6,0,0,0.008342283425971587
1119,6,0,0,0.013994310099555554
1120,2,0,0,0.0042286481364862995
1121,1,0,0,0.0019134744760069427
1122,3,0,0,0.006283699885211213
1123,4,0,0,0.007932507192858288
1124,4,0,0,0.01297369516217854
1125,4,0,0,0.007785878120943111
1126,2,0,0,0.004173460278284943
1127,2,0,0,0.007936807340528401
1128,2,0,1,0.007850216125299523
1129,2,0,0,0.0037139433214906604
1130,3,0,0,0.012980834386662874
1131,4,0,0,0.01712339572270543
1132,2,0,0,0.00637042472539987
1133,1,0,0,0.0029907291938434354
1134,7,0,0,0.010824905014283483
1135,6,0,0,0.011239462920385888
1136,3,1,0,0.00916581990973403
1137,1,0,0,0.0031586844975794925
1138,4,0,0,0.004511874721178578
1139,3,0,0,0.007333609383672017
1140,5,0,0,0.005740397162024035
1141,7,2,0,0.020478102759803777
1142,3,0,0,0.007430606250867483
1143,1,0,0,0.007423257749004183
1144,4,1,0,0.007810888934586223
1145,5,0,0,0.01198893879614102
1146,4,1,0,0.013754387352937892
1147,5,0,0,0.014682182401946327
1148,2,0,0,0.007993867248824919
1149,4,1,0,0.010302125257256664
1150,6,1,0,0.012938084339192654
1151,4,0,0,0.00632095691035728
1152,2,0,0,0.0037683229256395456
1153,3,0,0,0.008872424772481383
1154,4,0,0,0.0077994016810641175
1155,3,1,0,0.009230936969478434
1156,5,1,0,0.01165361023837227
1157,5,1,0,0.02291252241415215
1158,4,1,0,0.009245338854927895
1159,2,0,0,0.006015620689852059
1160,4,1,0,0.010349517920468416
1161,4,1,0,0.009310553105820019
1162,3,1,0,0.00945070193986154
1163,1,0,0,0.0016841378059729727
1164,5,1,0,0.011720607404675792
1165,5,1,0,0.01938147325622224
1166,3,0,0,0.0043232375786734605
1167,5,1,0,0.018207545987094852
1168,6,1,0,0.015467539125601445
1169,3,0,0,0.005600906692367668
1170,2,0,0,0.002615272538476145
1171,3,1,0,0.0069044292539237415
1172,6,1,0,0.018299511553769764
1173,4,1,0,0.013831088184499409
1174,2,0,0,0.006910687672595183
1175,0,0,0,0.0
1176,4,1,0,0.009515465163517266
1177,1,0,0,0.0015326346128454638
1178,5,0,0,0.01264134642124258
1179,3,0,0,0.005563832830327253
1180,1,0,0,0.002676071309154698
1181,3,1,0,0.013890771301133403
1182,1,0,0,0.0017046275558984941
1183,8,1,0,0.02046797422258856
1184,4,1,0,0.009357133250465088
1185,3,1,0,0.01753507894394581
1186,6,0,0,0.014770969955241997
1187,8,1,0,0.018841634645591344
1188,5,0,0,0.00976695458622729
1189,3,0,0,0.008946459250730163
1190,3,1,0,0.01428066223399156
1191,4,0,0,0.008670796983346076
1192,5,1,0,0.027060228982655747
1193,5,1,0,0.018828197945519078
1194,7,0,0,0.01706615910644932
1195,6,1,0,0.01624553862886836
1196,5,1,0,0.012874010869407492
1197,5,1,0,0.016531565776466677
1198,7,1,0,0.015627463077290925
1199,3,1,0,0.01275241741519292
1200,7,1,0,0.01907473736582755
1201,4,0,0,0.012489806094473116
1202,5,2,0,0.01631180631618244
1203,7,1,1,0.02301406528325094
1204,2,5,1,0.05727523855356493
1205,13,0,1,0.03493049301850763
1206,5,0,0,0.00866463563006147
1207,8,0,0,0.00796931797102001
1208,10,0,0,0.023407382344823733
1209,7,0,0,0.01372554748459219
1210,3,2,0,0.01673995179935266
1211,3,1,0,0.027595578030401764
1212,2,2,0,0.009484749495135879
1213,6,0,0,0.014734707391760395
1214,3,2,0,0.01085076395182922
1215,3,1,0,0.008550006932863551
1216,6,0,0,0.008950375296004091
1217,5,0,0,0.007951474357428701
1218,3,1,0,0.010251035360658231
1219,5,2,0,0.020311429699951852
1220,7,0,0,0.011495299434134295
1221,4,2,0,0.019739364033965912
1222,1,1,0,0.004878793543838482
1223,5,1,0,0.025205174969709736
1224,2,0,0,0.004758192860107455
1225,3,0,0,0.007041294172080665
1226,4,0,0,0.008133258057955825
1227,2,0,0,0.005880956121707439
1228,2,0,0,0.006124713380898659
1229,2,0,0,0.006092945322614267
1230,3,0,0,0.007136068200463656
1231,2,0,0,0.006060717526092453
1232,3,0,0,0.006990393135363572
1233,2,0,0,0.005941445819917135
1234,2,0,0,0.005887164828391964
1235,2,0,0,0.005955869504530845
1236,2,0,0,0.006158985785732512
1237,2,0,0,0.006146605915834058
1238,2,0,0,0.006136812486080022
1239,2,0,0,0.006030719104218642
1240,2,0,0,0.005960048423543929
1241,3,0,0,0.00698542617171673
1242,4,0,0,0.01451568248951204
1243,3,0,0,0.007532374783940786
1244,3,0,0,0.007354268461626086
1245,3,0,1,0.040582593605816966
1246,3,0,0,0.00985463663832181
1247,4,0,0,0.012335379706055392
1248,4,0,0,0.011684148801820508
1249,4,0,0,0.010853315597471212
1250,5,0,0,0.012964515092764351
1251,4,0,0,0.011701961965817544
1252,4,0,0,0.01108907354181779
1253,4,0,1,0.04100292795913705
1254,4,0,1,0.04101564880608176
1255,4,0,1,0.04120887874858454
1256,3,0,1,0.0398564048515982
1257,3,0,1,0.039113309466575395
1258,3,0,0,0.008968336797412053
1259,3,0,0,0.008819925112572189
1260,3,0,1,0.03860645682596239
1261,3,0,1,0.03872901065798942
1262,4,0,0,0.01078210012901741
1263,4,0,0,0.01126984971226193
1264,4,0,0,0.011421153980891514
1265,4,0,0,0.011471035455750232
1266,5,0,0,0.014098599184481255
1267,4,0,0,0.011741973772367612
1268,3,0,0,0.009863803052554701
1269,4,0,0,0.012001986898216677
1270,3,0,0,0.00945840067350892
1271,3,0,0,0.009659695595303079
1272,4,0,0,0.011353044332106408
1273,4,0,0,0.011334187192299812
1274,5,0,0,0.012734847436206311
1275,5,0,0,0.012083178449114555
1276,5,0,1,0.04259637919139623
1277,5,0,1,0.043567066481164485
1278,5,0,1,0.04289154825627194
1279,5,0,1,0.042942102490733866
1280,5,0,1,0.04307300918989953
1281,5,0,0,0.012225857131329744
1282,5,0,0,0.012234902389298688
1283,5,0,0,0.011968703818368082
1284,5,0,0,0.01156656162797137
1285,5,0,0,0.011439417590326802
1286,5,0,0,0.011297296285424467
1287,5,0,0,0.011254047930221228
1288,5,0,0,0.010977290702834984
1289,5,0,0,0.010600958871019193
1290,5,0,0,0.010615564234117133
1291,5,0,0,0.010961502485097972
1292,5,0,0,0.010474240456403803
1293,6,0,0,0.011856856067470178
1294,5,0,0,0.01012548517492919
1295,7,0,0,0.01423277642233626
1296,7,0,0,0.014048336051235781
1297,6,0,0,0.01272844208597549
1298,5,0,0,0.009943013671005179
1299,6,0,0,0.012183339108572304
1300,6,0,1,0.04250924854373335
1301,6,0,1,0.042877697968371514
1302,5,0,1,0.040521364851799406
1303,6,0,1,0.042655851555434006
1304,6,0,1,0.04263075045029342
1305,6,0,1,0.042053414384260614
1306,5,0,0,0.009793078061268681
1307,6,0,0,0.010942136900333105
1308,6,0,0,0.011878550529891745
1309,5,0,0,0.010220035654589689
1310,6,0,0,0.010956362769610239
1311,5,0,0,0.009378497314992948
1312,5,1,0,0.013266745624164793
1313,6,1,1,0.019136017123680994
1314,6,1,1,0.01883856582670921
1315,6,1,0,0.0144922926970833
1316,4,1,0,0.014063969937032433
1317,6,1,1,0.0211401421642222
1318,5,1,2,0.04721683233796352
1319,6,1,2,0.049171116373036054
1320,7,1,1,0.04922260139248263
1321,6,1,1,0.047249910699510456
1322,8,1,0,0.021719201523896857
1323,4,1,0,0.011535621635403117
1324,4,1,0,0.0145455374235947
1325,5,1,1,0.01931985098715544
1326,5,1,0,0.014532215780751739
1327,6,1,0,0.015429646130403315
1328,7,1,0,0.019032956968578083
1329,5,1,0,0.0175986805927985
1330,5,1,0,0.020342367646177688
1331,6,1,0,0.02275372978894329
1332,7,1,0,0.023790305080415068
1333,7,1,1,0.0284834198330879
1334,7,1,0,0.023996603265048988
1335,5,1,0,0.019079626879308455
1336,5,1,0,0.019736246941578835
1337,7,0,0,0.021538775872626346
1338,8,0,0,0.022226357154880885
1339,5,0,0,0.016039308972087586
1340,4,0,0,0.012490010101134015
1341,5,0,0,0.014804827673517004
1342,5,0,0,0.013206139312694884
1343,6,0,0,0.018686741194526096
1344,6,0,0,0.015080116175781262
1345,6,0,0,0.014741654058607197
1346,5,0,0,0.013334547933223398
1347,7,0,0,0.023347791161213535
1348,8,0,0,0.019611270706777255
1349,8,0,0,0.020070733033337295
1350,9,0,0,0.021677202283716286
1351,7,0,0,0.01946790352373177
1352,6,0,0,0.015297005070940402
1353,6,0,0,0.015498027498176303
1354,6,0,0,0.014811389019035873
1355,5,1,0,0.017226346485233395
1356,7,1,0,0.019535986976137523
1357,7,1,0,0.019065850660241537
1358,6,1,0,0.01865062995629463
1359,7,1,0,0.019062844431642183
1360,9,1,0,0.020223288553379574
1361,8,1,0,0.01919668448931555
1362,9,1,0,0.02007452370761678
1363,6,1,0,0.01600043372638426
1364,8,1,0,0.01765321620787425
1365,5,1,0,0.013938352081629687
1366,6,1,0,0.014753548082986121
1367,8,1,0,0.018201875356823653
1368,7,1,0,0.01608181947468921
1369,5,1,0,0.013853614133573208
1370,6,1,0,0.015002070855385952
1371,6,1,0,0.015046633789358936
1372,6,1,0,0.015401062068883703
1373,5,1,0,0.014188175633597118
1374,7,1,0,0.01594568799654048
1375,6,1,0,0.014501216358357515
1376,6,1,0,0.014708646049814292
1377,7,1,0,0.014900434954119933
1378,7,1,0,0.014817034180562103
1379,6,1,0,0.014143714842707765
1380,6,1,0,0.013824769662201612
1381,6,1,0,0.013941685127771322
1382,4,1,0,0.012315955540311903
1383,7,1,0,0.016843492046669038
1384,6,1,0,0.015627654463142217
1385,5,1,0,0.014128246452619127
1386,4,1,0,0.012030430565743397
1387,6,0,0,0.011557936170504912
1388,2,1,0,0.009459245602580874
1389,3,1,0,0.010913285118391892
1390,6,0,0,0.015565911761397369
1391,5,1,0,0.014116395778643587
1392,6,1,0,0.01590671544389032
1393,5,0,0,0.009800587304392441
1394,5,0,0,0.009948130386641378
1395,4,0,0,0.008203915550073833
1396,3,1,0,0.011027668441367698
1397,5,1,0,0.013748677851970705
1398,6,1,0,0.014056797539432645
1399,7,1,0,0.016807559095919536
1400,4,1,0,0.011856939144625493
1401,4,1,0,0.011404424068675359
1402,3,1,0,0.011033929632798794
1403,4,1,0,0.011638133516254904
1404,5,1,0,0.012165801325643343
1405,5,1,0,0.012163577394983601
1406,6,1,0,0.014926997411363387
1407,7,1,0,0.015881983375203378
1408,7,1,0,0.01538046644249806
1409,7,1,0,0.017125719732664746
1410,7,1,0,0.017278128931523237
1411,6,1,0,0.015547048942481288
1412,5,1,0,0.01529828803286813
1413,3,1,0,0.012337099282749365
1414,5,1,0,0.0172722285317367
1415,5,1,0,0.019027868457610397
1416,5,1,0,0.017520626558498068
1417,7,1,0,0.021328933328778575
1418,4,1,0,0.015802176271358298
1419,5,1,0,0.01588973242781782
1420,7,1,0,0.020307291510712443
1421,5,1,0,0.016928169022403718
1422,6,1,0,0.017195272038359823
1423,6,1,0,0.017709023980382488
1424,8,1,0,0.020386004133937673
1425,8,1,0,0.028804922225231334
1426,7,1,1,0.027215212191715382
1427,7,1,1,0.02662869518121164
1428,7,1,1,0.024494978694549193
1429,7,1,1,0.024065884576402935
1430,6,1,1,0.022257582734935027
1431,7,1,1,0.022143392470908886
1432,5,1,1,0.01820783825596596
1433,5,1,1,0.02081348420546554
1434,5,1,1,0.02147473543280891
1435,5,1,1,0.020555025755036493
1436,5,1,0,0.01625274836265749
1437,4,1,0,0.015355234821830958
1438,4,1,0,0.014141401145693467
1439,4,1,0,0.01502173123396157
1440,4,1,0,0.017452767547467912
1441,4,1,0,0.01717452123118737
1442,3,1,0,0.013013250427660144
1443,5,1,1,0.02290693649378272
1444,5,1,0,0.01957528726278623
1445,5,1,0,0.019127494251642254
1446,6,1,0,0.018919491916571538
1447,5,1,0,0.01654661725509127
1448,6,1,0,0.019182021199602686
1449,6,1,0,0.018807327802944068
1450,5,1,0,0.017086798252615457
1451,4,1,0,0.016451039629841777
1452,5,1,0,0.01726004317049282
1453,6,1,0,0.017866528527369224
1454,4,1,0,0.014975548235686599
1455,5,1,0,0.015760214129199826
1456,3,1,0,0.01368953937696247
1457,6,1,0,0.017227988302291594
1458,5,1,0,0.01574979989586059
1459,4,1,0,0.014576678226229786
1460,5,1,0,0.015455720908206853
1461,6,1,0,0.016772018481713554
1462,5,1,0,0.015228565296705777
1463,5,1,0,0.015178070458555508
1464,6,1,1,0.046526454423976786
1465,3,1,0,0.012677020018012694
1466,7,1,0,0.017467930398555903
1467,4,1,0,0.013061731432652227
1468,5,1,0,0.014625408425118723
1469,7,1,0,0.017568997436353612
1470,7,1,0,0.018270710901361547
1471,6,1,0,0.01655245783508836
1472,4,1,0,0.013749619124663931
1473,5,0,0,0.011508449581895458
1474,5,0,0,0.011476146479451275
1475,5,0,0,0.011355873247368975
1476,7,0,0,0.013203380495585778
1477,5,0,0,0.010967778724987982
1478,5,0,0,0.010933487997729875
1479,6,0,0,0.011405501872758813
1480,6,0,0,0.011155057855398304
1481,6,0,0,0.010972741520436102
1482,6,0,0,0.010367234528347143
1483,6,0,0,0.010715475292506457
1484,7,0,0,0.011682083962046301
1485,7,0,0,0.010897431002709979
1486,5,0,0,0.009079449721845585
1487,7,0,0,0.011585142927528809
1488,6,0,0,0.009773442581845808
1489,6,0,0,0.00981191488452842
1490,6,0,0,0.010325407052684265
1491,5,0,0,0.009287180366080087
1492,8,0,1,0.042758100194535666
1493,6,0,1,0.03982239523318303
1494,7,0,0,0.010424104584201331
1495,8,0,0,0.011998683026872136
1496,6,0,0,0.009905463932698267
1497,7,1,0,0.014220909564797178
1498,5,1,0,0.012862966121406147
1499,5,1,0,0.012320953159489565
1500,4,0,0,0.008237988942871905
1501,5,0,0,0.008133883369101333
1502,6,0,0,0.009815353862508302
1503,5,0,0,0.008785459035716486
1504,5,0,0,0.008013970045035814
1505,6,0,0,0.009080859466732902
1506,4,0,0,0.007441031346986872
1507,4,0,0,0.007491293072186333
1508,5,0,0,0.008722199142341399
1509,5,0,0,0.009425986462843462
1510,4,0,0,0.007648883074407759
1511,6,1,0,0.016009456202057966
1512,5,1,0,0.012635620702985087
1513,6,1,0,0.017343575974791973
1514,4,1,0,0.01578945889571009
1515,4,1,0,0.01596588207518015
1516,6,1,0,0.01935773288521752
1517,5,1,0,0.016687447771232038
1518,5,1,0,0.0150133167910907
1519,4,0,0,0.010121229538301661
1520,4,0,0,0.01084458513613316
1521,3,0,0,0.007114976805859004
1522,4,0,0,0.010300441844490167
1523,4,0,0,0.014697358989290445
1524,4,0,0,0.012319395371686156
1525,5,0,0,0.011114697732927097
1526,4,0,0,0.01182033712011347
1527,4,0,0,0.011542759232446163
1528,3,0,0,0.009202755063241865
1529,4,0,0,0.01113576048215489
1530,5,0,0,0.011762675374349649
1531,5,0,0,0.010589602183914214
1532,4,0,0,0.01007866906686643
1533,4,0,0,0.010211199288208678
1534,3,0,0,0.00863811235086932
1535,4,1,0,0.01302554488247821
1536,3,0,0,0.00668982063123689
1537,4,0,0,0.00907867817354768
1538,5,0,0,0.008916454518427297
1539,5,1,0,0.013381199180994709
1540,3,1,0,0.0118736184763084
1541,3,1,0,0.01195721180448783
1542,3,0,0,0.00805226868206066
1543,3,0,0,0.0085900057458169
1544,4,0,0,0.009190964517243336
1545,4,0,0,0.010400032773969644
1546,3,0,0,0.009218845244423493
1547,4,0,0,0.01118710415484707
1548,4,0,0,0.011185286300180316
1549,4,0,0,0.010717770898072222
1550,3,0,0,0.007806100041941843
1551,4,0,0,0.008825811784697213
1552,2,0,0,0.006122716142843408
1553,3,0,0,0.007688258414219254
1554,4,0,0,0.009344826023680744
1555,3,0,0,0.007571948005923467
1556,2,0,0,0.006093947032953751
1557,2,0,0,0.006110115783047621
1558,3,0,0,0.007633751265001828
1559,3,1,0,0.011550327783334069
1560,3,0,0,0.007781510377104429
1561,3,1,0,0.011485782661173423
1562,2,0,0,0.005972910868003964
1563,2,0,0,0.005940600910075268
1564,3,0,1,0.038105035581694986
1565,3,0,1,0.03830065828832125
1566,2,0,0,0.0060942190612291195
1567,2,0,0,0.006092935970874452
1568,2,0,0,0.006131597794139654
1569,3,0,0,0.007560527070082672
1570,3,0,0,0.007704078875055226
1571,3,0,0,0.007716682225000113
1572,3,0,0,0.007602365387342784
1573,3,0,0,0.007609342629414046
1574,4,0,0,0.007741458637497595
1575,3,0,0,0.00738571281873989
1576,4,1,0,0.01177013148103638
1577,3,1,0,0.01115671237320014
1578,3,0,0,0.006733481487576177
1579,2,0,0,0.006081059722313916
1580,3,1,0,0.011049622780798624
1581,2,1,0,0.009709668624758099
1582,2,0,0,0.005942529699618549
1583,2,0,0,0.0059428966873868675
1584,2,0,0,0.005925337906131365
1585,2,0,0,0.005955772429911627
1586,3,0,0,0.0072396073115947885
1587,3,0,0,0.007105433954285993
1588,3,0,0,0.0070619100337434145
1589,2,0,0,0.00587759405950136
1590,2,0,0,0.0059064201864465656
1591,3,0,0,0.007006028847331268
1592,2,0,0,0.006045702725931295
1593,2,0,0,0.006062401289657121
1594,2,0,0,0.005998762651018936
1595,2,0,0,0.005976216066833499
1596,2,0,0,0.006014688174397667
1597,3,0,0,0.0070051910066589096
1598,3,0,0,0.0069535727102818246
1599,3,1,0,0.010709426223496578
1600,3,0,0,0.007034020754055948
1601,3,1,0,0.010866979708985633
1602,3,0,0,0.007026911708702373
